OBJECTID;MUID;SEQN;SNAM;S5ID;CMPPCT;NLAYERS;HYDGRP;SOL_ZMX;ANION_EXCL;SOL_CRK;TEXTURE;SOL_Z1;SOL_BD1;SOL_AWC1;SOL_K1;SOL_CBN1;CLAY1;SILT1;SAND1;ROCK1;SOL_ALB1;USLE_K1;SOL_EC1;SOL_Z2;SOL_BD2;SOL_AWC2;SOL_K2;SOL_CBN2;CLAY2;SILT2;SAND2;ROCK2;SOL_ALB2;USLE_K2;SOL_EC2;SOL_Z3;SOL_BD3;SOL_AWC3;SOL_K3;SOL_CBN3;CLAY3;SILT3;SAND3;ROCK3;SOL_ALB3;USLE_K3;SOL_EC3;SOL_Z4;SOL_BD4;SOL_AWC4;SOL_K4;SOL_CBN4;CLAY4;SILT4;SAND4;ROCK4;SOL_ALB4;USLE_K4;SOL_EC4;SOL_Z5;SOL_BD5;SOL_AWC5;SOL_K5;SOL_CBN5;CLAY5;SILT5;SAND5;ROCK5;SOL_ALB5;USLE_K5;SOL_EC5;SOL_Z6;SOL_BD6;SOL_AWC6;SOL_K6;SOL_CBN6;CLAY6;SILT6;SAND6;ROCK6;SOL_ALB6;USLE_K6;SOL_EC6;SOL_Z7;SOL_BD7;SOL_AWC7;SOL_K7;SOL_CBN7;CLAY7;SILT7;SAND7;ROCK7;SOL_ALB7;USLE_K7;SOL_EC7;SOL_Z8;SOL_BD8;SOL_AWC8;SOL_K8;SOL_CBN8;CLAY8;SILT8;SAND8;ROCK8;SOL_ALB8;USLE_K8;SOL_EC8;SOL_Z9;SOL_BD9;SOL_AWC9;SOL_K9;SOL_CBN9;CLAY9;SILT9;SAND9;ROCK9;SOL_ALB9;USLE_K9;SOL_EC9;SOL_Z10;SOL_BD10;SOL_AWC10;SOL_K10;SOL_CBN10;CLAY10;SILT10;SAND10;ROCK10;SOL_ALB10;USLE_K10;SOL_EC10;SOL_CAL1;SOL_CAL2;SOL_CAL3;SOL_CAL4;SOL_CAL5;SOL_CAL6;SOL_CAL7;SOL_CAL8;SOL_CAL9;SOL_CAL10;SOL_PH1;SOL_PH2;SOL_PH3;SOL_PH4;SOL_PH5;SOL_PH6;SOL_PH7;SOL_PH8;SOL_PH9;SOL_PH10
505;;;soil505;;;8;A;112;0,5;0,5;;150;1,4582;0,1;99;1,74;14;27;59;7;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;26;60;7;0,23;0,13;0;450;1,7124;0,11;33,33;0,232;15;26;59;7;0,23;0,13;0;600;1,7114;0,11;33,33;0,232;15;25;58;7;0,23;0,13;0;750;1,7134;0,11;33,33;0,232;15;25;60;7;0,23;0,13;0;900;1,7144;0,11;33,33;0,232;15;24;61;7;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;23;62;7;0,23;0,13;0;1200;1,857;0,11;33,33;0;15;23;62;7;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
516;;;soil516;;;8;B;98;0,5;0,5;;150;1,4557;0,1;99;1,682;13;28;59;8;0,23;0,13;0;300;1,4623;0,13;83,33;1,624;13;28;59;8;0,23;0,13;0;450;1,6907;0,11;33,33;0,29;14;27;59;8;0,23;0,13;0;600;1,6907;0,11;33,33;0,29;14;27;59;8;0,23;0,13;0;750;1,7134;0,11;33,33;0,232;15;25;60;8;0,23;0,13;0;900;1,7144;0,11;33,33;0,232;15;24;61;8;0,23;0,13;0;1050;1,858;0,11;33,33;0;15;22;63;8;0,23;0,13;0;1200;1,854;0,11;33,33;0;14;22;64;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;;;soil528;;;8;B;101;0,5;0,5;;150;1,5051;0,1;99;1,566;17;38;46;12;0,23;0,13;0;300;1,5261;0,13;83,33;1,392;17;37;46;13;0,23;0,13;0;450;1,7037;0,11;33,33;0,29;19;34;47;13;0,23;0,13;0;600;1,7107;0,11;33,33;0,29;20;30;49;13;0,23;0,13;0;750;1,7047;0,11;33,33;0,29;17;25;58;13;0,23;0,13;0;900;1,7017;0,11;33,33;0,29;16;24;60;13;0,23;0,13;0;1050;1,861;0,11;33,33;0;16;23;61;13;0,23;0,13;0;1200;1,865;0,11;33,33;0;17;23;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;;;soil529;;;8;A;101;0,5;0,5;;150;1,4942;0,1;99;1,74;18;31;51;12;0,23;0,13;0;300;1,5007;0,13;83,33;1,682;18;31;50;13;0,23;0,13;0;450;1,7107;0,11;33,33;0,29;20;30;49;13;0,23;0,13;0;600;1,7217;0,11;33,33;0,29;22;27;50;13;0,23;0,13;0;750;1,7137;0,11;33,33;0,29;20;26;52;13;0,23;0,13;0;900;1,7097;0,11;33,33;0,29;19;26;53;13;0,23;0,13;0;1050;1,87;0,11;33,33;0;19;26;55;13;0,23;0,13;0;1200;1,875;0,11;33,33;0;20;25;55;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;;;soil530;;;8;B;93;0,5;0,5;;150;1,5141;0,1;99;1,566;18;41;40;13;0,23;0,13;0;300;1,5575;0,13;83,33;1,218;18;41;40;13;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;18;40;43;14;0,23;0,13;0;600;1,6977;0,11;33,33;0,29;17;32;51;14;0,23;0,13;0;750;1,6747;0,11;33,33;0,29;11;29;58;14;0,23;0,13;0;900;1,6924;0,11;33,33;0,232;10;24;64;14;0,23;0,13;0;1050;1,839;0,11;33,33;0;10;20;69;14;0,23;0,13;0;1200;1,839;0,11;33,33;0;10;19;69;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734;;;soil734;;;8;B;98;0,5;0,5;;150;1,5097;0,1;99;1,682;19;29;52;10;0,23;0,13;0;300;1,5163;0,13;83,33;1,624;19;28;53;10;0,23;0,13;0;450;1,7087;0,11;33,33;0,29;19;27;52;11;0,23;0,13;0;600;1,7117;0,11;33,33;0,29;20;28;50;11;0,23;0,13;0;750;1,7304;0,11;33,33;0,232;20;26;52;11;0,23;0,13;0;900;1,7334;0,11;33,33;0,232;20;25;55;11;0,23;0,13;0;1050;1,877;0,11;33,33;0;20;23;57;12;0,23;0,13;0;1200;1,877;0,11;33,33;0;20;23;57;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
735;;;soil735;;;8;A;99;0,5;0,5;;150;1,4582;0,1;99;1,74;14;28;58;12;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;28;58;12;0,23;0,13;0;450;1,6977;0,11;33,33;0,29;16;28;56;12;0,23;0,13;0;600;1,6977;0,11;33,33;0,29;16;28;56;12;0,23;0,13;0;750;1,7204;0,11;33,33;0,232;17;26;57;13;0,23;0,13;0;900;1,7224;0,11;33,33;0,232;17;26;59;13;0,23;0,13;0;1050;1,867;0,11;33,33;0;17;23;62;13;0,23;0,13;0;1200;1,868;0,11;33,33;0;17;22;63;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
736;;;soil736;;;8;B;105;0,5;0,5;;150;1,4518;0,1;99;1,798;14;28;58;8;0,23;0,13;0;300;1,4582;0,13;83,33;1,74;14;29;57;8;0,23;0,13;0;450;1,6957;0,11;33,33;0,29;16;28;54;8;0,23;0,13;0;600;1,7017;0,11;33,33;0,29;17;28;55;8;0,23;0,13;0;750;1,7087;0,11;33,33;0,29;18;27;57;8;0,23;0,13;0;900;1,7017;0,11;33,33;0,29;17;26;55;8;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;23;58;9;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;23;58;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
791;;;soil791;;;8;C;90;0,5;0,5;;150;1,4893;0,1;99;1,624;16;34;50;12;0,23;0,13;0;300;1,5244;0,13;83,33;1,334;16;34;50;12;0,23;0,13;0;450;1,6967;0,11;33,33;0,29;17;31;50;12;0,23;0,13;0;600;1,7077;0,11;33,33;0,29;19;30;51;12;0,23;0,13;0;750;1,7067;0,11;33,33;0,29;18;27;55;12;0,23;0,13;0;900;1,7067;0,11;33,33;0,29;18;25;55;12;0,23;0,13;0;1050;1,864;0,11;33,33;0;18;26;54;12;0,23;0,13;0;1200;1,864;0,11;33,33;0;18;26;54;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
861;;;soil861;;;8;D;95;0,5;0,5;;150;1,4942;0,1;99;1,74;18;25;57;10;0,23;0,13;0;300;1,5007;0,13;83,33;1,682;18;25;57;11;0,23;0,13;0;450;1,7147;0,11;33,33;0,29;19;23;58;11;0,23;0,13;0;600;1,7187;0,11;33,33;0,29;20;23;57;11;0,23;0,13;0;750;1,88;0,11;33,33;0;21;24;55;11;0,23;0,13;0;900;1,88;0,11;33,33;0;21;24;55;11;0,23;0,13;0;1050;1,877;0,11;33,33;0;20;23;57;12;0,23;0,13;0;1200;1,882;0,11;33,33;0;21;24;57;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
862;;;soil862;;;8;B;108;0,5;0,5;;150;1,4582;0,1;99;1,74;14;26;60;8;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;27;61;8;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;15;27;58;8;0,23;0,13;0;600;1,7094;0,11;33,33;0,232;15;27;56;8;0,23;0,13;0;750;1,7114;0,11;33,33;0,232;15;27;58;8;0,23;0,13;0;900;1,7134;0,11;33,33;0,232;15;25;60;8;0,23;0,13;0;1050;1,856;0,11;33,33;0;15;24;61;8;0,23;0,13;0;1200;1,858;0,11;33,33;0;15;24;63;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
914;;;soil914;;;8;B;102;0,5;0,5;;150;1,4647;0,1;99;1,682;14;27;60;10;0,23;0,13;0;300;1,485;0,13;83,33;1,508;14;27;59;10;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;15;29;58;10;0,23;0,13;0;600;1,6977;0,11;33,33;0,29;16;28;56;10;0,23;0,13;0;750;1,6997;0,11;33,33;0,29;16;26;58;11;0,23;0,13;0;900;1,7164;0,11;33,33;0,232;16;26;58;11;0,23;0,13;0;1050;1,86;0,11;33,33;0;16;24;60;11;0,23;0,13;0;1200;1,854;0,11;33,33;0;15;24;59;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
949;;;soil949;;;8;B;101;0,5;0,5;;150;1,4713;0,1;99;1,624;14;27;59;8;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;27;59;8;0,23;0,13;0;450;1,6917;0,11;33,33;0,29;14;26;60;7;0,23;0,13;0;600;1,6977;0,11;33,33;0,29;15;26;61;7;0,23;0,13;0;750;1,6967;0,11;33,33;0,29;15;25;60;8;0,23;0,13;0;900;1,7154;0,11;33,33;0,232;15;23;62;8;0,23;0,13;0;1050;1,852;0,11;33,33;0;14;22;62;8;0,23;0,13;0;1200;1,854;0,11;33,33;0;14;22;64;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;;;soil1149;;;8;A;92;0,5;0,5;;150;1,5051;0,1;99;1,566;17;37;46;13;0,23;0,13;0;300;1,5051;0,13;83,33;1,566;17;37;46;13;0,23;0,13;0;450;1,6927;0,11;33,33;0,29;17;37;46;14;0,23;0,13;0;600;1,7037;0,11;33,33;0,29;18;32;52;14;0,23;0,13;0;750;1,6927;0,11;33,33;0,29;15;29;56;14;0,23;0,13;0;900;1,6917;0,11;33,33;0,29;14;26;60;14;0,23;0,13;0;1050;1,849;0,11;33,33;0;13;23;64;14;0,23;0,13;0;1200;1,849;0,11;33,33;0;13;23;64;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;;;soil1150;;;8;D;98;0,5;0,5;;150;1,5097;0,1;99;1,682;19;30;53;13;0,23;0,13;0;300;1,53;0,13;83,33;1,508;19;30;51;13;0,23;0,13;0;450;1,7147;0,11;33,33;0,29;21;30;48;14;0,23;0,13;0;600;1,7157;0,11;33,33;0,29;21;26;49;14;0,23;0,13;0;750;1,6927;0,11;33,33;0,29;16;26;51;14;0,23;0,13;0;900;1,6977;0,11;33,33;0,29;16;28;56;14;0,23;0,13;0;1050;1,857;0,11;33,33;0;16;27;57;14;0,23;0,13;0;1200;1,857;0,11;33,33;0;16;27;57;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1329;;;soil1329;;;8;A;92;0,5;0,5;;150;1,4608;0,1;99;1,798;15;26;59;13;0,23;0,13;0;300;1,4672;0,13;83,33;1,74;15;26;59;13;0,23;0,13;0;450;1,7017;0,11;33,33;0,29;16;24;60;13;0,23;0,13;0;600;1,7077;0,11;33,33;0,29;17;22;61;13;0,23;0,13;0;750;1,7244;0,11;33,33;0,232;17;22;61;13;0,23;0,13;0;900;1,7234;0,11;33,33;0,232;17;23;60;14;0,23;0,13;0;1050;1,861;0,11;33,33;0;16;23;61;14;0,23;0,13;0;1200;1,867;0,11;33,33;0;17;23;62;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1330;;;soil1330;;;8;B;93;0,5;0,5;;150;1,4737;0,1;99;1,682;15;26;57;10;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;27;58;10;0,23;0,13;0;450;1,7037;0,11;33,33;0,29;17;27;57;10;0,23;0,13;0;600;1,7087;0,11;33,33;0,29;19;31;52;11;0,23;0,13;0;750;1,7117;0,11;33,33;0,29;20;31;50;11;0,23;0,13;0;900;1,7284;0,11;33,33;0,232;20;30;50;11;0,23;0,13;0;1050;1,87;0,11;33,33;0;20;30;50;11;0,23;0,13;0;1200;1,871;0,11;33,33;0;20;29;51;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1339;;;soil1339;;;8;A;86;0,5;0,5;;150;1,4647;0,1;99;1,682;14;41;41;13;0,23;0,13;0;300;1,485;0,13;83,33;1,508;14;41;42;13;0,23;0,13;0;450;1,6777;0,11;33,33;0,29;14;39;46;13;0,23;0,13;0;600;1,6867;0,11;33,33;0,29;15;33;50;14;0,23;0,13;0;750;1,7054;0,11;33,33;0,232;15;31;52;14;0,23;0,13;0;900;1,7024;0,11;33,33;0,232;14;29;54;13;0,23;0,13;0;1050;1,85;0,11;33,33;0;15;28;55;13;0,23;0,13;0;1200;1,851;0,11;33,33;0;15;28;56;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1340;;;soil1340;;;8;B;111;0,5;0,5;;150;1,4582;0,1;99;1,74;14;27;59;8;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;27;57;8;0,23;0,13;0;450;1,6987;0,11;33,33;0,29;16;27;57;8;0,23;0,13;0;600;1,7244;0,11;33,33;0,232;18;26;56;8;0,23;0,13;0;750;1,7087;0,11;33,33;0,29;18;25;57;9;0,23;0,13;0;900;1,7184;0,11;33,33;0,232;16;24;60;9;0,23;0,13;0;1050;1,856;0,11;33,33;0;15;22;61;9;0,23;0,13;0;1200;1,856;0,11;33,33;0;15;22;61;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1341;;;soil1341;;;8;C;95;0,5;0,5;;150;1,4803;0,1;99;1,624;15;37;49;13;0,23;0,13;0;300;1,494;0,13;83,33;1,508;15;36;49;13;0,23;0,13;0;450;1,6827;0,11;33,33;0,29;14;35;51;14;0,23;0,13;0;600;1,6877;0,11;33,33;0,29;14;30;56;14;0,23;0,13;0;750;1,6857;0,11;33,33;0,29;13;28;59;14;0,23;0,13;0;900;1,6897;0,11;33,33;0,29;13;26;63;14;0,23;0,13;0;1050;1,843;0,11;33,33;0;12;25;63;14;0,23;0,13;0;1200;1,843;0,11;33,33;0;12;25;63;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1347;;;soil1347;;;8;A;97;0,5;0,5;;150;1,53;0,1;99;1,508;19;40;42;13;0,23;0,13;0;300;1,5816;0,13;83,33;1,044;18;40;42;13;0,23;0,13;0;450;1,6967;0,11;33,33;0,29;18;37;45;14;0,23;0,13;0;600;1,6947;0,11;33,33;0,29;16;29;53;14;0,23;0,13;0;750;1,6747;0,11;33,33;0,29;10;25;63;14;0,23;0,13;0;900;1,6864;0,11;33,33;0,232;8;22;68;14;0,23;0,13;0;1050;1,832;0,11;33,33;0;8;18;72;14;0,23;0,13;0;1200;1,832;0,11;33,33;0;8;18;72;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1348;;;soil1348;;;8;B;102;0,5;0,5;;150;1,4983;0,1;99;1,624;17;30;53;13;0,23;0,13;0;300;1,5051;0,13;83,33;1,566;17;30;53;13;0,23;0,13;0;450;1,7097;0,11;33,33;0,29;19;30;53;13;0,23;0,13;0;600;1,7117;0,11;33,33;0,29;20;28;50;13;0,23;0,13;0;750;1,7147;0,11;33,33;0,29;19;23;58;14;0,23;0,13;0;900;1,7137;0,11;33,33;0,29;19;22;57;13;0,23;0,13;0;1050;1,876;0,11;33,33;0;20;22;56;13;0,23;0,13;0;1200;1,882;0,11;33,33;0;21;22;57;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1362;;;soil1362;;;8;A;96;0,5;0,5;;150;1,5122;0,1;99;1,74;20;27;53;11;0,23;0,13;0;300;1,5187;0,13;83,33;1,682;20;28;54;11;0,23;0,13;0;450;1,7167;0,11;33,33;0,29;21;27;50;11;0,23;0,13;0;600;1,7247;0,11;33,33;0,29;23;29;48;11;0,23;0,13;0;750;1,7197;0,11;33,33;0,29;22;30;48;11;0,23;0,13;0;900;1,7284;0,11;33,33;0,232;20;31;50;11;0,23;0,13;0;1050;1,869;0,11;33,33;0;19;27;54;12;0,23;0,13;0;1200;1,88;0,11;33,33;0;21;26;55;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1365;;;soil1365;;;8;B;96;0,5;0,5;;150;1,4737;0,1;99;1,682;15;25;60;12;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;25;60;12;0,23;0,13;0;450;1,7057;0,11;33,33;0,29;17;26;59;13;0,23;0,13;0;600;1,7077;0,11;33,33;0,29;18;26;56;13;0,23;0,13;0;750;1,7244;0,11;33,33;0,232;18;26;56;13;0,23;0,13;0;900;1,7254;0,11;33,33;0,232;18;25;57;13;0,23;0,13;0;1050;1,875;0,11;33,33;0;19;23;60;13;0,23;0,13;0;1200;1,876;0,11;33,33;0;19;22;61;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1367;;;soil1367;;;8;A;104;0,5;0,5;;150;1,4737;0,1;99;1,682;15;29;54;6;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;29;54;6;0,23;0,13;0;450;1,7017;0,11;33,33;0,29;17;28;55;6;0,23;0,13;0;600;1,7244;0,11;33,33;0,232;18;26;56;6;0,23;0,13;0;750;1,7097;0,11;33,33;0,29;18;24;58;7;0,23;0,13;0;900;1,7254;0,11;33,33;0,232;17;23;62;7;0,23;0,13;0;1050;1,862;0,11;33,33;0;16;22;62;7;0,23;0,13;0;1200;1,863;0,11;33,33;0;16;21;63;7;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1368;;;soil1368;;;8;B;98;0,5;0,5;;150;1,4647;0,1;99;1,682;14;31;55;13;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;31;55;13;0,23;0,13;0;450;1,6907;0,11;33,33;0,29;15;31;54;13;0,23;0,13;0;600;1,6957;0,11;33,33;0,29;16;30;54;13;0,23;0,13;0;750;1,7007;0,11;33,33;0,29;17;29;54;14;0,23;0,13;0;900;1,7007;0,11;33,33;0,29;17;29;54;14;0,23;0,13;0;1050;1,867;0,11;33,33;0;18;25;57;14;0,23;0,13;0;1200;1,868;0,11;33,33;0;18;24;58;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1382;;;soil1382;;;8;C;89;0,5;0,5;;150;1,4492;0,1;99;1,74;13;27;60;11;0,23;0,13;0;300;1,4557;0,13;83,33;1,682;13;28;59;11;0,23;0,13;0;450;1,7054;0,11;33,33;0,232;14;27;57;11;0,23;0,13;0;600;1,7164;0,11;33,33;0,232;16;26;58;11;0,23;0,13;0;750;1,7047;0,11;33,33;0,29;17;25;58;12;0,23;0,13;0;900;1,7264;0,11;33,33;0,232;18;24;58;12;0,23;0,13;0;1050;1,868;0,11;33,33;0;18;24;58;12;0,23;0,13;0;1200;1,868;0,11;33,33;0;18;26;58;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1405;;;soil1405;;;8;C;101;0,5;0,5;;150;1,4647;0,1;99;1,682;14;26;60;7;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;26;60;7;0,23;0,13;0;450;1,6957;0,11;33,33;0,29;15;26;59;7;0,23;0,13;0;600;1,7184;0,11;33,33;0,232;16;26;60;7;0,23;0,13;0;750;1,7017;0,11;33,33;0,29;16;24;60;7;0,23;0,13;0;900;1,7144;0,11;33,33;0,232;15;24;61;7;0,23;0,13;0;1050;1,857;0,11;33,33;0;15;23;62;7;0,23;0,13;0;1200;1,857;0,11;33,33;0;15;23;62;7;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1406;;;soil1406;;;8;B;95;0,5;0,5;;150;1,4893;0,1;99;1,624;16;36;48;13;0,23;0,13;0;300;1,503;0,13;83,33;1,508;16;36;48;13;0,23;0,13;0;450;1,6917;0,11;33,33;0,29;16;35;50;13;0,23;0,13;0;600;1,6917;0,11;33,33;0,29;15;30;55;14;0,23;0,13;0;750;1,6917;0,11;33,33;0,29;14;28;60;14;0,23;0,13;0;900;1,6897;0,11;33,33;0,29;13;26;63;14;0,23;0,13;0;1050;1,848;0,11;33,33;0;13;24;63;14;0,23;0,13;0;1200;1,843;0,11;33,33;0;12;24;63;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1407;;;soil1407;;;8;A;96;0,5;0,5;;150;1,4428;0,1;99;1,798;13;29;56;13;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;29;57;13;0,23;0,13;0;450;1,6937;0,11;33,33;0,29;15;28;57;13;0,23;0,13;0;600;1,7047;0,11;33,33;0,29;17;25;58;13;0,23;0,13;0;750;1,7067;0,11;33,33;0,29;17;23;60;13;0,23;0,13;0;900;1,7067;0,11;33,33;0,29;17;23;60;13;0,23;0,13;0;1050;1,866;0,11;33,33;0;17;22;61;13;0,23;0,13;0;1200;1,867;0,11;33,33;0;17;21;62;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1408;;;soil1408;;;8;D;109;0,5;0,5;;150;1,4492;0,1;99;1,74;13;26;61;7;0,23;0,13;0;300;1,4492;0,13;83,33;1,74;13;26;61;7;0,23;0,13;0;450;1,7094;0,11;33,33;0,232;13;21;66;7;0,23;0,13;0;600;1,7114;0,11;33,33;0,232;13;21;68;7;0,23;0,13;0;750;1,7114;0,11;33,33;0,232;13;21;68;7;0,23;0,13;0;900;1,7064;0,11;33,33;0,232;12;20;68;7;0,23;0,13;0;1050;1,846;0,11;33,33;0;11;20;71;7;0,23;0,13;0;1200;1,846;0,11;33,33;0;11;20;71;7;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
